Company Name,Key ID,Address Line 1,City,Phone,URL,Revenue (As Reported),Employees,Match Status,CRM Company Name,CRM Group ID,CRM Company ID
Middle East Medical Supplies,113815026,P.O Box 26143,Abu Dhabi,97126213322,http://www.memsuae.com,,,,,,
Citibank N.A. - Musaffah,111377480,"Prestige Twr No. 17, Near Mazyad Mall, MBZ City, Musaffah",Abu Dhabi,971-2 596 7612,http://www.citigroup.com/uae,,,,,,
Emirates Nuclear Energy Corporation,111377481,PO Box 112010,Abu Dhabi,97126595555,http://www.enec.gov.ae,,,,,,
Arabian Company For Furniture L L C,126266891,,Abu Dhabi,4465659,,,,,,,
DHS Oil International Pty Ltd,121700504,,Abu Dhabi,971-4-815-3817,http://www.vesinternational.com,,,,,,
Zari Zardozi,121418088,Al Raha Mall - Ground Floor,Abu Dhabi,971-25565188,http://www.zarizardozi.com,,,,,,
Descon Engineering Abu Dhabi,125630936,Mussafah Industrial Area ME-14 United Bank Limited Building,Abu Dhabi,971-25555807,http://www.descon.com,,,,,,
Abu Dhabi Land General Contracting LLC,138450022,Villa 3 Muroor Road Hadbat Al Zaafran,Abu Dhabi,971-2-4488900,,,,,,,
Al Mazroui Group,42385983,PO Box 97,Abu Dhabi,971-02 6729988,http://www.mazroui.com,,,,,,
Emirates Pre-insulated Pipes Industries LLC,124718838,Industrial city of Abu Dhabi Musafah,Abu Dhabi,971-25501991,http://www.eppi.ae,,,,,,
Liwa Energy Limited LLC,139493555,Al Mubadala Building New Airport Road,Abu Dhabi,971-24132222,,,,,,,
AMEC (United Arab Emirates),126325333,Shk Sultan Bin Hamdan Al Nahyan Building Building No E48-C8 5th Floor,Abu Dhabi,971-2-622-1155,,,,,,,
EMC Computer Systems Middle East,145686449,Bainuna Street 34,Abu Dhabi,+971 2 406 9743,http://www.emc.com/,,,,,,
Injaz Mena Investment Company PSC,98191420,PO Box 107394,Abu Dhabi,971-04 6728400,http://www.injazmena.com,,,,,,
Gulf Petrochemical Services L.L.C.,42385910,PO Box 17960,Abu Dhabi,971-03 7512341,,,,,,,
Mubarak & Brothers Financial & Property,111088202,P.O.Box 39996,Abu Dhabi,971-2-4443522,http://www.mbiuae.com/,,,,,,
DAS Holding,111088028,"4th floor, Office Twr Dusit Thani Cmplx",Abu Dhabi,971-2-4141111,http://www.dasholding.ae,,,,,,
Union Autoline Spare Parts LLC,111192652,MUBARAK HAMAD MUBARAK AL MANSOURY BLDG.,Abu Dhabi,971-2-4477636,http://www.autolineind.com/,,,,,,
Mubadala Capitaland Real Estate LLC,111192778,"Capitala Site Building, Al Moroor Street",Abu Dhabi,971-2-4121111,http://www.capitala.ae,,,,,,
Petro Middle East Recruitment,123249451,Po Box 802,Abu Dhabi,6212140,http://www.pme.ae/,40000000.0,,,,,
Al Babtain Leblanc Emirates For Telecommunication Systems Limited Liability Company,122967481,Po Box 51074,Abu Dhabi,6431828,,94642700.0,,,,,
Talal Abu Ghazaleh and Company International,42386092,PO Box 4295,Abu Dhabi,971-02 6724425,http://tagi.com/?lang=ar,,,,,,
Deutsche Babcock Middle East FZE,126344363,,Abu Dhabi,971-2-49959-99,http://www.babcock.bilfinger.com,,,,,,
White Aluminum Extrusion LLC,139495015,ICAD1 Mussafa,Abu Dhabi,971-2-5500947,http://www.whiteextrusion.com,,,,,,
Al Waha Capital PJSC,51208265,Etihad Towers 42nd Floor Tower 3,Abu Dhabi,971-2-6677343,http://www.wahacapital.ae,144479000.0,,,,,
Mohamed Abdulrahman Al Bahar Company L.L.C. - Abu Dhabi,42385789,PO Box 441,Abu Dhabi,971-02 5554200,http://www.albahar.com,,,,,,
Eads,92460901,P.O. Box 72186,Abu Dhabi,26812878,http://www.eads.com,,,,,,
Cosmo Oil Company Limited,92460807,Almasaood Bldg Hamdan Bin Mohammed St,Abu Dhabi,,http://www.cosmo-oil.co.jp,,,,,,
Kotak Mahindra International Ltd,111088154,"KHALIFA BIN ZAYED STREET,",Abu Dhabi,971-2-6229042,http://www.kotak.com/,,,,,,
RSK Environment L.L.C.,107936501,PO Box 46112,Abu Dhabi,971-02 6118500,http://www.rsk.co.uk,,,,,,
Khidmah LLC,137702353,"Mazyad Mall Tower 3, 10th Floor",Abu Dhabi,971-2-4080888,http://www.khidmah.com,,,,,,
Abu Dhabi Securities Exchange,111192785,"Al Ghaith Tower, Ground and 1st Floor",Abu Dhabi,971-2-6277777,http://www.adx.ae,,,,,,
Bank Saderat Iran - Abu Dhabi,42385798,"PO Box 700, Hamdan St.",Abu Dhabi,971-02 6225155,http://www.banksaderat.ae,,,,,,
Tamas Project Company L L C,120011297,Po Box 46447,Abu Dhabi,6266277,http://www.tamaspro.com,35000000.0,,,,,
MarCap LLC.,92500573,PO Box 30175,Abu Dhabi,971-02 6225100,http://www.marcap.ae,,,,,,
Noble Denton and Associates WLL,48871575,PO Box 27510,Abu Dhabi,971-02 6440739,http://www.nobledenton.com,,,,,,
Bin Jabr Group Limited,111192630,Bin Jabr Group Limited Building,Abu Dhabi,971-2-6419660,http://www.binjabr.com/,,,,,,
New Medical Centre Group-Dubai,138774656,"PO Box 6222, Al Quoz",Abu Dhabi,971-02 6332255,http://www.nmcgroup.net,,,,,,
Al Jaber Aluminum Extrusion L.L.C.,123156930,,Abu Dhabi,971-25553707,,,,,,,
Al Jaber Building L.L.C.,124718381,Sector 6 & 7 St,Abu Dhabi,971-25554376,http://www.aljaber.com,,,,,,
UAE Sponsorship Centre,124754435,,Abu Dhabi,971-26334383,http://www.nmc.ae/04_business_sectors/03_financial_services/uae_sponsorship.htm,,,,,,
Al Batin Business Centre L.L.C.,139495145,C6 Tower First Floor Bainuna St 34,Abu Dhabi,971-2-406-9444,,,,,,,
Al Ain Capital LLC,127706357,6th Floor Al Ain Tower,Abu Dhabi,971-2-6515555,,,,,,,
Emirates Business Group L.L.C.,126201414,Po Box 45662,Abu Dhabi,26658844,,,,,,,
John Buck International,111088145,"Al Wifaq Finance Building, 8th Floor",Abu Dhabi,,,,,,,,
Amana Steel Building Contracting LLC,111087957,5643,Abu Dhabi,971-2-6428383,http://www.amanabuildings.com/,,,,,,
Business Communications LLC,122787992,PO Box 2354,Abu Dhabi,971-2 6348495,http://www.bcluae.com,,,,,,
New Medical Centre Trading L.L.C,98409054,Po Box 6222,Abu Dhabi,26332255,http://www.nmcgroup.net,900000000.0,,,,,
Methaq Takaful Insurance Co,99262216,Building C54,Abu Dhabi,971-2-6565333,http://www.methaq.ae,284484800.0,,,,,
Arab Banking Corporation BSC,46490317,PO Box 6689,Abu Dhabi,971-02 6447666,http://www.arabbanking.com,,,,,,
Emirates Management Services Corp,111192842,UAE University Building,Abu Dhabi,971-2-7135039,http://www.khadamatuae.ae,,,,,,
Pivot Engineering & General Contracting,111088232,Al Wahda Commercial Tower,Abu Dhabi,971-2-6947999,http://www.pivot.ae/,,,,,,
Oger Abu Dhabi LLC,123167644,Al Sahel Towes Mezzanine Floor Khalidiya,Abu Dhabi,971-2-635-9777,,,,,,,
Al Geemi and Partners Contracting Company L.L.C.,42385761,PO Box 2877,Abu Dhabi,971-02 6328438,http://www.algeemi.com,,,,,,
Emirates Management Assistance Company EMASCO,48609244,PO Box 94,Abu Dhabi,971-02 6673535,http://www.alhamed.com/emascoinfo.htm,,,,,,
Khalidia International Group Of Companies Llc,126194818,Po Box 46446,Abu Dhabi,6810000,,,,,,,
Al Aqeel Spare Parts,96740618,PO Box 70506,Abu Dhabi,971-02 4456568,,,,,,,
Agility Abu Dhabi PJSC,111087940,PO Box 93971,Abu Dhabi,971-2-5099599,http://mubadala.ae,,,,,,
Denholm Yam,139493552,,Abu Dhabi,971-2-659-3333,,,,,,,
Tourism Development & Investment Company P.J.S.C,122874194,Po Box 126888,Abu Dhabi,4061400,,3582252900.0,,,,,
Atlas Medical,113814835,Al Masaood Towers,Abu Dhabi,97126217732,http://www.atlasmedical-uae.com,,,,,,
Al Tamimi and Co.,42386093,PO Box 44046,Abu Dhabi,971-02 6744535,http://www.tamimi.com,,,,,,
GAC MARINE L.L.C.,42385890,PO Box 8101,Abu Dhabi,971-25014900,http://www.gac.com/marine,,,,,,
Jenan Hotels and Resorts,111088142,P.O. Box 869,Abu Dhabi,971-2-6211661,http://www.jinanhotelsandresorts.com,,,,,,
Abu Dhabi Airports Company,111192669,Abu Dhabi Airports Company Building,Abu Dhabi,971-2-5055000,http://www.adac.ae/,,,,,,
Warid Telecom International LLC,134213417,"NA02, Khalifa Bin Zayed Street,",Abu Dhabi,971-2-6266406,http://www.waridtel.com,,,,,,
Abdul Azeez Yousuf Electronics,96740620,PO Box 25346,Abu Dhabi,971-02 6327059,,,,,,,
Royal Group Property Management,125228684,"Salam Street,",Abu Dhabi,971-2-8111111,http://www.royalgroupuae.com,,,,,,
Allied Projects (Overseas) Ltd.,42385765,"PO Box 4543, Khalifa Bin Zayed St.",Abu Dhabi,971-02 6265679,,,,,,,
Pannell Kerr Forster,120010525,Blue Tower Bldg,Abu Dhabi,,http://www.pkfuae.com,,,,,,
Habib Bank Limited,92461058,Skh.Saeed Bin Mohammed Alnahyan Bldg,Abu Dhabi,,http://www.habibbank.com,,,,,,
Cargotec (ARE) GULF WLL,125218606,Plot No 50 Shop Nos 12 & 13 M-9 Mussafah Industrial Area n a,Abu Dhabi,971-25541690,,,,,,,
Citibank N.A. - Abu Dhabi,42385831,PO Box 999,Abu Dhabi,971-02 6982304,http://online.citibank.com/US/,,,,,,
Ducont LLC,48261557,PO Box 500073,Dubai,971-43913000,http://www.ducont.ae,,,,,,
Finance House P.J.S.C.,51457805,PO Box 7878,Abu Dhabi,971-2-6194000,http://www.financehouse.ae,310260010.0,,,,,
Emirates CMS Power Company PJSC,107923708,Taweelah A2 IWPP,Abu Dhabi,971-2-6780848,http://www.adwea.ae,,,,,,
Bin Salem Group LLC,111192752,"khalidiya,",Abu Dhabi,971-2-4122222,http://binsalem.ae,,,,,,
National Takaful Co PJSC,125093243,PO Box 6457,Abu Dhabi,971-2-6138888,http://www.watania.ae,113581000.0,,,,,
National Bank of Umm Al Qaiwain,124752784,NBQ Building King Faisal Street Near Sh Zayed Mosque 1st Floor,Abu Dhabi,971-67066666,http://www.nbq.ae,129134200.0,,,,,
Abu Dhabi Terminals PJSC,125714867,PO Box 422,Abu Dhabi,971-02 6730600,http://www.adterminals.ae,,,,,,
Maximus Air LLC,111088182,Maximus Air Building,Abu Dhabi,971-2-4474900,http://www.maximus.aero/,,,,,,
Business Enterprises Services,98191437,PO Box 30514,Abu Dhabi,971-02 6420520,http://www.bes.ae,,,,,,
Travelex Emirates LLC.,137782415,Sheikh Ahmed bin Hamid Al Hamid Building Sheikh Zayed I Street,Abu Dhabi,971-25759660,http://www.travelexae.com,,,,,,
Hard Walls Cafe and Restaurant,48609241,"PO Box 43695, Marina Mall",Abu Dhabi,971-02 6814200,http://www.adcecogroup.com/associates/hardwalls.htm,,,,,,
Al Mazroui Engineering Company Llc,123284550,Po Box 97,Abu Dhabi,6724422,,200000000.0,,,,,
Al Ghaith Holding Company PJSC,111192716,P.O. Box 32323,Abu Dhabi,971-2-6262525,,,,,,,
Multi Chemical Establishment,111088203,AL MUSAFAH AREA,Abu Dhabi,971-2-5588000,http://www.alhamid-group.com,,,,,,
Fortune Super Equity Management LLC,111088083,Saeed Bin Saif Al Nahyan Building,Abu Dhabi,971-2-6817777,http://www.fortune-management.com,,,,,,
Cristal Hotels and Resorts,113824979,PO Box 72898,Abu Dhabi,971-02 6520000,http://www.cristalhotelsandresorts.com,,,,,,
Abu Dhabi Investment House PJSC,107923723,"Corniche Road,  106699",Abu Dhabi,971-2-6811233,,,,,,,
Fugro Global Environmental and Ocean Sciences,48609214,PO Box 43088,Abu Dhabi,971-2 5545101,http://www.geos.com,,,,,,
Abu Dhabi National Oil Company for Distribution,123860299,,Abu Dhabi,971-26771300,http://www.adnoc-dist.com.ae,,,,,,
Cegelec Abu Dhabi,123157944,Al Ain Ahlia Insurance Building 2nd Floor,Abu Dhabi,971-2-403-0600,,,,,,,
Cadelta Group,121414676,Minafree Port Area Minazayad,Abu Dhabi,971-6732111,,,,,,,
Barclays Bank PLC - Abu Dhabi,42385804,PO Box 1891,Abu Dhabi,971-02 4958555,http://www.barclays.ae,,,,,,
Germanischer Lloyd Se - Abu Dhabi,92460994,Po Box 36941,Abu Dhabi,24439870,http://www.gl-group.com,,,,,,
Dewan Architects and Engineers,111088031,"Villa B21, Marina Village,",Abu Dhabi,971-2-6655599,http://www.dewan-architects.com,,,,,,
Emirate Safety Services LLC,111192642,Salem Almehairaby Building,Abu Dhabi,971-5-06340812,http://www.emisafe.ae,,,,,,
Matajer LLC,111088178,"NA02, Al Nasr Street,",Abu Dhabi,971-2-4476678,http://www.matajer.ae/,,,,,,
Al Brooge Shares And Bonds Co WLL,111192890,Al Sayegh Tower,Abu Dhabi,971-2-6333116,http://www.brooge.com,,,,,,
Al Qudra Holding PJSC,98487042,Meena Towers,Abu Dhabi,971-2-6992222,http://www.alqudraholding.ae,,,,,,
Dussmann Gulf LLC,137782470,AL Najda St,Abu Dhabi,971-2-4433120,,,,,,,
Enerflex MENA Ltd,138933939,Al Gaith Tower Airport Road 14 Floor,Abu Dhabi,971-2-443-0015,,,,,,,
ADCB Finance (Cayman) Limited,121396501,Al Salam St,Abu Dhabi,971-26962222,,,,,,,
CAPM Investment PJSC,111088001,P.O.Box 105447,Abu Dhabi,971-2-6194661,http://www.capminv.com,,,,,,
Abu Dhabi National Properties LLC,125643599,Muroor Road Street 4 Opposite Madinat Zayed Shopping Centre,Abu Dhabi,971-2-659-4888,http://www.nbad.com/investment/adnp/,,,,,,
Al Fardan Exchange,48584054,"PO Box 498, Liwa St.",Abu Dhabi,971-02 6223222,http://www.alfardanexchange.com,,,,,,
Hobas Gulf Pipe Factory L.L.C.,48584005,PO Box 46231,Abu Dhabi,971-02 5826288,http://www.hobas.com,,,,,,
Halliburton KBR,42385916,"PO Box 57, 11th Fl. Lulu Centre",Abu Dhabi,971-02 6442212,http://www.halliburton.com,,,,,,
Standard Chartered Bank - Abu Dhabi,42386085,PO Box 240,Abu Dhabi,971-02 6777400,http://www.standardchartered.ae,,,,,,
Tüv Süd Middle East Llc,92461545,Po Box 45117,Abu Dhabi,26767600,http://www.tuvusudme.com,,,,,,
National Health Insurance Co,104248334,"Airport Road,",Abu Dhabi,971-2-6149555,http://www.damanhealth.ae,,,,,,
SEG Middle East LLC,111088263,P.O. Box 42278,Abu Dhabi,971-2-5549544,,,,,,,
UAE Exchange Centre LLC,111192659,Al Sayegh Center,Abu Dhabi,971-2-6105555,http://www.uaeexchange.com/,,,,,,
National Central Air Condition Company - P S C - Abu Dhabi,123262655,Po Box 29478,Abu Dhabi,6455007,,1128738000.0,,,,,
Mashreqbank P.S.C - Mashreq Al Islami Division,121405034,Ground Floor Blue Tower Khalifa Street,Abu Dhabi,971-4-424-4411,http://www.mashreqalislami.com,,,,,,
PAL Technology Services LLC,111088222,"2nd Floor, Royal Group Building",Abu Dhabi,971-2-6428777,http://www.paltechnology.com/,,,,,,
Spectrum Light Block LLC,111088280,ICAD 1 Mussafah,Abu Dhabi,971-2-5500702,http://slb-uae.com/,,,,,,
Al Tamouh Investments Company LLC,111192806,"6th Floor, East Wing Tower,, P.O. Box 10",Abu Dhabi,971-2-6442218,,,,,,,
Arab German International Broker  Finance Brokers Llc,120012190,Po Box 4475,Abu Dhabi,6518888,http://www.agib.ae,,,,,,
The Housing Bank For Trade & Finance - (Representative Office) - Abu Dhabi,120010945,Shk.Khalifa Bin Zayed Street,Abu Dhabi,,http://www.hbtf.com,,,,,,
Campenon Bernard Sge - Abu Dhabi,92460877,Blue Tower Bldg,Abu Dhabi,26264370,http://www.vinci.net,,,,,,
MENACORP,100971477,PO Box 108377,Abu Dhabi,971-2 6271215,http://www.wafafs.com,,,,,,
Austin-Smith:Lord Abu Dhabi,125630991,Al Nasr Street Qasr Al Hosn Cultural Quarter,Abu Dhabi,971-2-631-7072,http://www.austinsmithlord.com,,,,,,
Cemex Super Mix L L C,92461535,Pobox:72071Abudhabi,Abu Dhabi,25515501,http://www.cemex.com,,,,,,
Higher Corporation for Specialized Econ.,111088111,P.O.Box: 36000,Abu Dhabi,971-2-5500000,http://www.zonescorp.com,,,,,,
Al Marjan Geoservices LLC,111192772,Z14 P19 Abu Dhabi Municipality Building,Abu Dhabi,971-2-5553388,http://www.alfahim.com,,,,,,
Enviromena Power Systems LLC,111088062,"SAF Block 5, Opp, Presidential Flight",Abu Dhabi,971-2-6353213,http://www.enviromena.com,,,,,,
Emirates Crown Lube Company Ltd,111192755,P.O.Box 9200,Abu Dhabi,971-2-5542444,http://www.emicrown.com/,,,,,,
Danway Fusion Glass LLC,111192862,P.O. Box 105638,Abu Dhabi,971-2-5501665,http://www.danway.ae/,,,,,,
Patchi L.L.C.,126967640,PO Box 35497,Abu Dhabi,971-02 6666748,http://www.patchi.com,,,,,,
Bin Hamoodah Automotives L.L.C.,127979943,PO Box 203,Abu Dhabi,971-02 4448888,http://www.binhamoodahauto.com,,,,,,
Emsons L L C,92461486,Po Box 321,Abu Dhabi,26731660,http://www.emsons.com,,,,,,
Emirates EMI,50835922,PO Box 42802,Abu Dhabi,971-02 6713500,http://www.alhamed.com,,,,,,
Abu Dhabi Finance PJSC,107377819,Abu Dhabi Finance Building,Abu Dhabi,971-2-4018555,http://www.adf.ae,,,,,,
Al Rayan Investment PJSC,111192856,Crossing of Al Khaleej Al Arabi Road,Abu Dhabi,971-2-6666332,http://www.alrayan.ae,,,,,,
Dragomar International AG,42385858,PO Box 27297,Abu Dhabi,971-02 6327600,,,,,,,
Target Engineering Construction Company L L C,120010749,Po Box 960,Abu Dhabi,26714700,http://www.target.ae,387000000.0,,,,,
SHUAA Securities LLC,121406073,Corniche Road Abu Dhabi National Islamic Finance Building,Abu Dhabi,971-24090700,http://www.shuaasecurities.com,,,,,,
Menacorp Financial Services L.L.C.,126967659,PO Box 108377,Abu Dhabi,971-02 6271215,http://www.menacorpfinance.com,,,,,,
Future Pipe Industries Group Ltd.,127668768,,Abu Dhabi,971-2-627-0008,http://www.futurepipe.com,,,,,,
Abu Dhabi National Carpet Factory,98191431,PO Box 30085,Abu Dhabi,971-02 5515100,http://www.adnc.ae,,,,,,
Max Rock LLC,120029369,"Ali & Sons Building,",Abu Dhabi,971-2-6713993,http://www.maxrock.ae,,,,,,
Detecon International Gmbh - Abu Dhabi,120011361,Tourist Club,Abu Dhabi,,http://www.detecon.com,,,,,,
Lufthansa German Airlines,92461166,Al Dhafra Street,Abu Dhabi,,http://www.uae.lufthansa.com,,,,,,
Group 3 Engineers and Contractors,92500571,PO Box 4390,Abu Dhabi,971-2 6222760,http://www.adcecogroup.com,,,,,,
Zawaya Decor L.L.C.,92500585,PO Box 47780,Abu Dhabi,971-02 6270327,http://www.adcecogroup.com,,,,,,
Al Rumaithy General Trading Establishment,42751316,PO Box 4356,Abu Dhabi,971-02 6724472,http://www.alrumaithy.com,,,,,,
Al Ramz Securities LLC,137784416,"Sky Tower, 22nd Floor, Al Reem Street,",Abu Dhabi,971-2-6262626,http://en.alramz.ae,,,,,,
Central Bank Of The United Arab Emirates,98460543,Po Box 854,Abu Dhabi,26652220,http://www.centralbank.ae,4533000000.0,,,,,
Abu Dhabi Transmission & Despatch Company,92461558,,Abu Dhabi,971-2-4164000,http://www.transco.ae,,,,,,
Mitsubishi Heavy Industries Limited,92461190,Po Box 912,Abu Dhabi,26447373,http://www.mitsubishicorp.com,,,,,,
National Bank of Ras Al Khaimah PSC - Abu Dhabi,138505729,"PO Box 2289, Hamdan St.",Abu Dhabi,971-02 6448227,,,,,,,
Associated Construction & Trading Group,126201412,Po Box 526,Abu Dhabi,26678888,,,,,,,
National Horticultural Co.,43523278,"PO Box 43832, Mezzanine Fl., Falcon Tours Bldg., Khalidiya",Abu Dhabi,971-03 7347373,http://www.alhamed.com/NHC.htm,,,,,,
United Eastern Group LLC,92461055,"Liberty Tower, 4th Floor,",Abu Dhabi,971-2-6272737,http://www.ueg.ae,,,,,,
Paris-Sorbonne University Abu Dhabi,125228686,Paris-Sorbonne University Abu Dhabi,Abu Dhabi,971-2-6569555,http://www.sorbonne.ae,,,,,,
Al Mirfa Power Company,92461561,,Abu Dhabi,971-2-8952200,http://www.ampc.ae,,,,,,
Al Khazna Insurance Company - Al Mussafah Light Vehicle,123860285,,Abu Dhabi,971-25544561,,,,,,,
AJECOBOND - Al Jaber Aluminium Composite LLC,123332898,,Abu Dhabi,971-2-5501777,,,,,,,
Ian Banham & Associates- Consulting Engineers,121405667,PO Box 2853,Abu Dhabi,971-24439961,http://www.ianbanham.com,,,,,,
Transport Telematic Systems LLC,137383486,Al Nasr Street,Abu Dhabi,971-2-633-2564,,,,,,,
Waagner-Biro Emirates Contracting L.L.C.,139494106,8th floor Office no 083 United Arab Bank Building Khalifa Street,Abu Dhabi,971-2-6260416,,,,,,,
KazStroyService Middle East,138777838,302 Al Otaiba Building Airport Road,Abu Dhabi,971-2-622-75-66,,,,,,,
Bin Hamoodah Properties L.L.C.,127979944,PO Box 203,Abu Dhabi,971-2 6176781,http://www.binhamoodahproperties.ae,,,,,,
Fugro Middle East B.V.,48609213,PO Box 4447,Abu Dhabi,971-02 5542891,http://www.fugrome.com,,,,,,
Contax Partners,92507438,"P/1057, Muroor Street",Abu Dhabi,97126222966,http://www.contaxpartners.com,,,,,,
Abu Dhabi National Hotels Company - Compass Middle East - L L C,92461403,Po Box 46806,Abu Dhabi,24447228,http://www.adnh.com,,,,,,
International Capital Trading,113815100,Villas B9 - B13,Abu Dhabi,971-2-6525555,http://www.ict.ae/,,,,,,
Idemitsu Kosan Company Limited,92461632,Khalaf Alotaiba Bldg,Abu Dhabi,26334740,http://www.idemitsu.co.jp,,,,,,
Anadrill International,92460700,P.O. Box 21,Abu Dhabi,25554824,http://www.slb.com,,,,,,
Enviromena Power Systems,107923719,Masdar City SAF Block 5,Abu Dhabi,97126353213,http://www.enviromena.com,,,,,,
Abu Dhabi National Islamique Financ PJSC,111192885,Golden Beach Tower Building,Abu Dhabi,971-2-4104444,http://www.adnif.ae/,,,,,,
Falcon Private Financial Advisory LLC.,139496992,Das Tower Suite 1802 Khalidiyah Corniche Road,Abu Dhabi,971-2-222-6655,,,,,,,
Emirates Aluminium,111192661,Emirates Aluminium Complex,Abu Dhabi,971-2-5092222,http://www.emal.ae/,,,,,,
Al Khazna Insurance Company - Abu Dhabi Traffic,123784239,Najda Street,Abu Dhabi,971-24493497,http://www.alkhazna.com/medical/medauhph.htm,,,,,,
Al Jaber Iron & Steel Foundry LLC,139493415,,Abu Dhabi,971-2-5541524,,,,,,,
Mechanical & Civil Engineering Contractors Ltd,120011176,Po Box 2307,Abu Dhabi,26666462,http://www.macecontractors.com,,,,,,
International Bechtel Company Ltd.,42385935,PO Box 2661,Abu Dhabi,971-02 6998400,http://www.bechtel.com,,,,,,
AL AHLIA MONEY EXCHANGE BUREAU,111192896,Omeir Bin Yousuf Building,Abu Dhabi,971-2-6229666,http://www.ahaliaexchange.com,,,,,,
Tek Signals,48584163,PO Box 47520,Abu Dhabi,971-2 6272701,http://www.teksignals.com,,,,,,
Gulf Oil and Gas,48584164,PO Box 7539,Abu Dhabi,971-2 6393848,http://www.gogas-me.com,,,,,,
Abu Dhabi Gas Development Co. Ltd.,123114706,,Abu Dhabi,971-2-654-2222,http://www.alhosngas.com,,,,,,
Sheikh Khalifa Medical City,107923712,P.O. Box 51900,Abu Dhabi,9728190000,http://www.skmc.ae,,,,,,
Capital Investment LLC,111088000,PO Box 35666,Abu Dhabi,971-2-6523999,http://www.capitalinvestment.ae/,,,,,,
Caracal International LLC,111088002,Tawazun Industrial Park Ajban,Abu Dhabi,971-2-4927111,,,,,,,
Mott MacDonald Limited - Abu Dhabi,42385996,"Al Hashmi Twr., Airport Rd.",Abu Dhabi,971-02 4120200,http://www.mottmac.com,,,,,,
Mubadala Petroleum LLC,123227546,Sowwah Square Al Maryah Island Al Maqam Tower 27 28 & 29 Floor,Abu Dhabi,971-2-818-6000,http://www.mubadalapetroleum.com,,,,,,
Danzas Abu Dhabi LLC,125631266,Mezzanine Fl Mafco Bldg Muroor E Rd,Abu Dhabi,971-2-4452788,,,,,,,
Mubadala Infrastructure Partners Ltd,120029354,ADNIC Building,Abu Dhabi,971-2-4174200,http://www.mip.ae,,,,,,
Al Qudra Real Estate LLC,111192633,P.O.Box 48111,Abu Dhabi,971-2-6992222,http://www.alqudrare.ae/,,,,,,
Abu Dhabi Sewerage Services Co - PJSC,111192692,"Sky tower,  108801 Reem Island",Abu Dhabi,971-2-6962694,http://www.adssc.ae,,,,,,
Ajmal Khan Mohammad Music Centre L L C,126201410,Po Box 8227,Abu Dhabi,4444333,,986299.99,,,,,
Al Ahli Bank of Kuwait KSC - Abu Dhabi,123762052,PO Box 7941,Abu Dhabi,971-02 4015111,http://abk.eahli.com/abk,,,,,,
Gulf International Bank BSC,42385909,"PO Box 27051, Arab Monetary Fund Bldg., Corniche Rd.",Abu Dhabi,971-02 6214747,http://www.gib.com,,,,,,
Al Farida Investments,111192839,P.O. Box 11,Abu Dhabi,971-2-6675599,http://www.alfaridainvst.com,,,,,,
Al Wathba Marionnet L L C,111192838,41522,Abu Dhabi,971-2-6661522,http://www.awm-datepalm.com/,,,,,,
Al Tamimi & Partners Advocacy & Legal,111192670,Murabah Al Sw Bldg Al Sila Twr Lvl 26,Abu Dhabi,971-2-8130444,http://www.tamimi.com/,,,,,,
Prestige Jet,111088237,"NA02, NA02,",Abu Dhabi,,http://www.prestige-jet.com/,,,,,,
Stream FZC,111088285,RAK Free Zone Promotion Centre 1 st Fl,Abu Dhabi,971-2-6994725,http://www.stream-systems.net/,,,,,,
International Golden Group PJSC,123278912,Bani Yas Tower Corniche Road,Abu Dhabi,971-2-626-6661,http://www.iggroup.ae,,,,,,
Nippon Oil-Dhabi,92461211,,Abu Dhabi,971-2314991,http://www.eneos.co.jp,,,,,,
Spaceage General Cont. Co. W.L.L,107923709,P.O.Box No 43693,Abu Dhabi,97125500150,http://www.spaceage-electrical.com,,,,,,
Toxido Pest Control LLC,139494069,Mussafah Industrial Area,Abu Dhabi,971-2-5828454,,,,,,,
VARANGIS TURNKEY INTERIOR PROJECTS L.L.C,139493507,Level 4 The Union National Bank Building Corniche Road West,Abu Dhabi,971-2-6281600,,,,,,,
Gulf Automation Services and Oilfield Supplies Co.,51575147,PO Box 6203,Abu Dhabi,971-2 6276600,http://www.gasos.com,,,,,,
Etisalat Facilities Management L.L.C.,121647229,"PO Box 3838, Airport Rd.",Abu Dhabi,971-2 6182731,http://www.etisalatservices.com,,,,,,
The Royal Bank of Scotland N.V. - Abu Dhabi,111377493,PO Box 43821,Abu Dhabi,971-4-408-4005,http://www.rbsbank.ae,,,,,,
Abu Dhabi Investment Company,42385730,Capital Tower,Abu Dhabi,971-2-6926101,http://www.investad.com/,,,,,,
Emirates Ship Investment Co LLC,48584004,"Al Neem Tower, 4th Floor,",Abu Dhabi,971-2-4941800,http://www.eships.ae/,,,,,,
Al Masaood Mowlem L.L.C.,48609189,PO Box 322,Abu Dhabi,971-02 6726224,http://www.masaood.com,,,,,,
Masdar Initiative,107923725,Opposite Presidential Flight,Abu Dhabi,97126533333,http://www.masdar.ae,,,,,,
Etisalat Information Services L.L.C.,121647228,PO Box 3838,Abu Dhabi,971-2 6182731,http://www.etisalatservices.com,,,,,,
MEC,126926622,3rd Floor AMF Building Corniche Road,Abu Dhabi,971-2-633-1811,http://www.mecglobal.com,,,,,,
YSI Abu Dhabi Co. Ltd.,125631050,Office 2 Building 130 New Shahama,Abu Dhabi,971-2-563-1316,,,,,,,
